group	contrast	target_corpus	ref_corpus	rank	type	freq_tar	freq_ref	range_tar	range_ref	ll	lr	d1	d1sub	act	hedge	c	conf	note
8	Generic vs German	Generic	German	8	SECTION	177	110	≥67	≥58	15.956	0.690	G1	Global Structure	NA	NA	NA	M	大于段落的单位
8	Generic vs German	Generic	German	9	readers	263	182	161	125	15.034	0.535	G1	Ideas	NA	NA	NA	M	受众；依窄口径 C1 规定归 G1
8	Generic vs German	Generic	German	10	say	171	115	123	95	11.177	0.576	NA	-	PENDING	NA	NA	-	act 层待定：you say X（描述）vs say more about（A3）；内容动词类
8	Generic vs German	Generic	German	11	level	179	122	145	109	11.003	0.557	PENDING	-	NA	NA	NA	-	维度一待定：sentence-level(G2)/paragraph-level(G1)/level of detail(G1)
8	Generic vs German	Generic	German	12	body	588	482	227	196	10.796	0.290	G1	Global Structure	NA	NA	NA	H	body paragraphs，大单位
8	Generic vs German	Generic	German	13	revise	378	296	237	203	10.212	0.356	NA	-	A3	NA	NA	H	手册 A3 明示
8	Generic vs German	Generic	German	14	data	85	49	60	42	9.881	0.798	G1	Development	NA	NA	NA	M	证据类型；疑似议题内容残留，待核
8	Generic vs German	Generic	German	15	strengthen	346	272	246	207	9.071	0.351	G1	Ideas	A3	NA	NA	M	strengthen your argument/thesis；同组 1 STRENGTHEN 口径。注：属 strong 词族，若 v3 强制查询清单覆盖则须改判 PENDING
8	Generic vs German	Generic	German	16	impact	102	64	67	44	8.871	0.676	G1	Ideas	NA	NA	NA	M	the impact of your argument on the reader；同组 4 口径
8	Generic vs German	Generic	German	17	HELP	302	234	≥153	≥130	8.823	0.372	NA	-	NA	NA	NA	M	描述性动词（this helps the reader）
8	Generic vs German	Generic	German	18	FOCUS	579	484	≥255	≥255	8.749	0.262	PENDING	-	PENDING	NA	NA	-	维度一待定：your focus(G1)vs focus on this sentence(G2)；act 层待定，内容动词类
8	Generic vs German	Generic	German	19	policy	99	62	59	43	8.671	0.679	NA	-	NA	NA	NA	H	议题内容残留
8	Generic vs German	Generic	German	20	SUPPORT	626	530	≥280	≥258	8.232	0.244	G1	Development	NA	NA	NA	H	手册边界规则明示：support 归 G1 Development
8	Generic vs German	Generic	German	21	significant	109	71	83	54	8.177	0.622	NA	-	NA	NA	NA	M	程度形容词，极性依宾语
8	Generic vs German	Generic	German	22	organizing	56	30	51	29	8.049	0.904	G1	Global Structure	NA	NA	NA	H	Global Structure 明示
8	Generic vs German	Generic	German	23	grammar	658	561	298	267	7.980	0.234	G2	Grammar	NA	NA	NA	H	Correctness/Grammar 明示
8	Generic vs German	Generic	German	24	restate	134	92	129	91	7.956	0.546	G1	Global Structure	A3	NA	NA	M	restate your thesis in the conclusion，大单位安排
8	Generic vs German	Generic	German	25	luck	36	16	36	15	7.943	1.173	NA	-	NA	NA	NA	M	人际礼貌（good luck）；属手册排除的 paired acts 类
8	Generic vs German	Generic	German	26	stronger	477	395	242	221	7.934	0.276	NA	-	PENDING	NA	NA	-	手册 v3 强制查询清单（strong 系 A1/A3 争议），不得凭词形归类
8	Generic vs German	Generic	German	27	recommend	59	33	55	33	7.513	0.842	NA	-	A3	NA	NA	H	手册 A3 明示
8	Generic vs German	Generic	German	28	reasons	149	106	92	72	7.393	0.495	G1	Ideas	NA	NA	NA	H	手册 Ideas 词族例明列 reason
8	Generic vs German	Generic	German	29	briefly	119	81	103	78	7.358	0.558	NA	-	NA	PENDING	NA	-	hedge 层待定：briefly explain 削减要求强度（M1）vs 单纯方式副词（NA）；同组 2
8	Generic vs German	Generic	German	30	details	49	26	43	24	7.225	0.918	G1	Development	NA	NA	NA	H	Development 明示
8	Generic vs German	Generic	German	31	lack	85	54	64	40	7.049	0.658	NA	-	A2	NA	NA	H	手册 A2 词族例明列 lack
8	Generic vs German	Generic	German	32	confusing	56	32	51	31	6.688	0.811	PENDING	-	A2	NA	NA	-	维度一待定（clear 系）；手册 A2 词族例明列 confusing
8	Generic vs German	Generic	German	33	good	509	431	260	241	6.680	0.243	NA	-	PENDING	NA	NA	-	act 层待定：评价（A1）vs 目标态框架；同组 2 GOOD 口径
8	Generic vs German	Generic	German	34	now	484	408	273	249	6.678	0.250	NA	-	NA	NA	NA	M	时间/话语副词
8	Generic vs German	Generic	German	35	clarify	153	112	129	96	6.471	0.454	PENDING	-	A3	NA	NA	-	维度一待定（手册 clear 系）；建议动词
8	Generic vs German	Generic	German	36	paper	100	68	68	52	6.212	0.560	NA	-	NA	NA	NA	H	文本指称语，不指示层级
8	Generic vs German	Generic	German	37	address	190	145	135	106	6.176	0.393	PENDING	-	PENDING	NA	NA	-	手册 v3 强制查询清单（G1/A3 争议），不得凭词形归类
8	Generic vs German	Generic	German	38	ideas	450	380	231	208	6.090	0.247	G1	Ideas	NA	NA	NA	H	Ideas 明示
8	Generic vs German	Generic	German	39	areas	267	214	235	199	5.985	0.323	NA	-	NA	NA	NA	M	元话语（areas for improvement，反馈小标题）
8	Generic vs German	Generic	German	40	using	171	130	132	110	5.704	0.399	PENDING	-	PENDING	NA	NA	-	维度一与 act 层皆待定；内容动词类
8	Generic vs German	Generic	German	41	conclusion	734	649	322	311	5.448	0.181	G1	Global Structure	NA	NA	NA	H	大单位，Global Structure 明示
8	Generic vs German	Generic	German	42	awkward	142	106	117	94	5.334	0.425	PENDING	-	A2	NA	NA	-	维度一待定：awkward phrasing(G2)vs awkward transition(G1)；手册 A2 词族例明列 awkward
8	Generic vs German	Generic	German	43	effects	143	107	82	69	5.291	0.422	NA	-	NA	NA	NA	M	疑似议题内容残留（effects of X）vs 对读者的效果，待核
8	Generic vs German	Generic	German	44	point	431	368	252	222	5.133	0.231	G1	Ideas	NA	NA	NA	H	手册 Ideas 词族例明列 point
8	Generic vs German	Generic	German	45	consider	578	505	208	199	5.112	0.198	NA	-	A3	NA	NA	H	手册 A3 明示
8	Generic vs German	Generic	German	46	fix	82	56	70	49	4.992	0.554	PENDING	-	A3	NA	NA	-	维度一待定：fix these errors(G2)vs fix the structure(G1)；建议动词
8	Generic vs German	Generic	German	47	powerful	61	39	55	36	4.934	0.649	NA	-	A1	NA	NA	M	手册 A1 明示；目标态框架风险
8	Generic vs German	Generic	German	48	shows	255	208	186	164	4.897	0.297	NA	-	NA	NA	NA	M	描述性框架动词
8	Generic vs German	Generic	German	49	clearly	502	437	269	266	4.669	0.204	PENDING	-	NA	NA	NA	-	维度一待定（clear 系）；方式副词，act 层不赋值
8	Generic vs German	Generic	German	50	meaningful	41	24	39	20	4.540	0.776	NA	-	A1	NA	NA	M	正向评价；目标态框架风险
8	Generic vs German	Generic	German	51	right	442	382	263	243	4.525	0.214	PENDING	-	NA	NA	NA	-	维度一待定：the right word(G2)vs right now(NA)；同组 1 口径
8	Generic vs German	Generic	German	52	all	375	320	200	200	4.496	0.232	NA	-	NA	NA	NA	M	量词
8	Generic vs German	Generic	German	53	original	135	103	92	73	4.395	0.394	NA	-	NA	NA	NA	M	"与 revised 配对的""原句/改后句""对照格式，元话语；同组 2"
8	Generic vs German	Generic	German	54	sure	152	118	124	97	4.377	0.369	NA	-	A3	NA	NA	M	主导用法为 make sure，手册 A3 明示
8	Generic vs German	Generic	German	55	story	86	61	45	32	4.334	0.499	NA	-	NA	NA	NA	M	疑似议题内容残留，待核
8	Generic vs German	Generic	German	56	serious	86	61	69	50	4.334	0.499	NA	-	NA	NA	NA	M	严重性强化词，极性依宾语（serious errors / no serious issues）
8	Generic vs German	Generic	German	57	connection	93	67	75	60	4.308	0.477	G1	Ideas	NA	NA	NA	M	the connection between your points，论点关联
8	Generic vs German	Generic	German	58	research	155	121	101	81	4.283	0.361	G1	Development	NA	NA	NA	M	来源使用，证据层
8	Generic vs German	Generic	German	59	comparison	103	76	64	56	4.155	0.442	G1	Ideas	NA	NA	NA	M	论证方式
8	Generic vs German	Generic	German	60	state	279	234	186	165	4.065	0.257	NA	-	PENDING	NA	NA	-	act 层待定：state your thesis clearly（A3）vs 描述；内容动词类
8	Generic vs German	Generic	German	61	evidence	1223	1129	295	292	4.005	0.119	G1	Development	NA	NA	NA	H	Development 核心
8	Generic vs German	Generic	German	62	health	114	86	55	43	4.002	0.410	NA	-	NA	NA	NA	H	议题内容残留
8	Generic vs German	Generic	German	63	opposing	130	100	89	72	3.998	0.382	G1	Ideas	NA	NA	NA	H	opposing views，反驳层
8	Generic vs German	Generic	German	64	argument	1761	1650	347	346	3.910	0.097	G1	Ideas	NA	NA	NA	H	Ideas 明示
8	Generic vs German	Generic	German	65	frequent	37	22	37	21	3.892	0.753	NA	-	NA	NA	NA	M	频率标记（frequent errors）；与 recurring/common 同簇
9	Baseline vs Generic	Baseline	Generic	1	paper	265	100	130	68	74.303	1.379	NA	-	NA	NA	NA	H	文本指称语，不指示层级〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	2	CLAIM	1689	1211	≥330	≥287	70.689	0.453	G1	Ideas	NA	NA	NA	H	论断/主张名词，Ideas 明示；本身中性，act 层不赋值〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	3	SHARPEN	143	52	≥82	≥37	42.460	1.432	G1	Ideas	A3	NA	NA	M	主导搭配 sharpen your claim/thesis/argument〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	4	rather	784	545	299	243	38.880	0.497	NA	-	NA	PENDING	NA	-	"M1待定：手册列为 hedge，但""rather than""（建议对比框架）可能占主导〔沿用组 1〕"
9	Baseline vs Generic	Baseline	Generic	5	correctness	49	6	46	6	37.529	3.002	G2	Correctness	NA	NA	NA	H	直接命名 Correctness 焦点〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	6	evidence	1543	1223	334	295	31.423	0.308	G1	Development	NA	NA	NA	H	Development 核心〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	7	COUNTERARGUMENT	409	269	≥148	≥109	26.547	0.577	G1	Ideas	NA	NA	NA	H	Ideas 明示（counterargument）
9	Baseline vs Generic	Baseline	Generic	8	RELY	132	61	≥68	≥32	25.417	1.086	G1	Development	NA	NA	NA	M	rely on evidence/sources〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	9	distract	66	20	64	18	25.073	1.695	PENDING	-	A2	NA	NA	-	维度一待定：typos distract(G2)vs digression distracts(G1)〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	10	prose	52	13	44	13	24.323	1.973	G2	Wording	NA	NA	NA	M	主导搭配 tighten/clarify your prose，句级文风〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	11	instance	185	100	165	98	24.161	0.860	NA	-	NA	NA	NA	M	"主导为""for instance""元话语（反馈自身举例，非要求学生举例）〔沿用组 1〕"
9	Baseline vs Generic	Baseline	Generic	12	concerns	110	48	78	42	23.836	1.169	NA	-	A2	NA	NA	M	my main concerns are…，批评标记语〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	13	address	302	190	202	135	23.654	0.641	PENDING	-	PENDING	NA	NA	-	"手册 v3 强制查询清单（G1/A3 争议），不得凭词形归类：address counterarguments(G1+A3) vs 元话语""address the points below""(NA)〔沿用组 1〕"
9	Baseline vs Generic	Baseline	Generic	14	STRENGTHEN	525	373	≥296	≥246	23.078	0.466	G1	Ideas	A3	NA	NA	M	strengthen your argument/thesis；Ideas/Development 子类边界待核〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	15	PROOFREAD	340	224	≥178	≥145	21.894	0.575	G2	Correctness	A3	NA	NA	H	校对行动，Correctness+建议〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	16	credible	130	64	103	55	21.677	0.995	G1	Development	A1	NA	NA	M	credible sources/evidence〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	17	arguable	96	42	85	37	20.695	1.165	G1	Ideas	A1	NA	NA	M	an arguable thesis，域固定于论断〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	18	NEED	1043	830	≥285	≥241	20.460	0.302	NA	-	A3	NA	NA	H	need to = Hyland&Hyland 明示建议套语〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	19	reasoning	267	169	165	116	20.407	0.632	G1	Ideas	NA	NA	NA	H	Ideas 定义明示 lines of thought and reasoning〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	20	aim	67	24	66	24	20.345	1.454	G1	Ideas	PENDING	NA	NA	-	"act 层待定：""aim to/for""（A3）vs ""your aim""（名词，NA）〔沿用组 1〕"
9	Baseline vs Generic	Baseline	Generic	21	anecdote	111	54	64	35	19.038	1.012	G1	Development	NA	NA	NA	H	证据类型〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	22	gives	287	188	185	151	18.960	0.583	NA	-	NA	NA	NA	M	无固定层级所指。注：组 1 为归并 GIVE（gives+given），本组为 gives 单独入选，系 R1 先行的口径效应
9	Baseline vs Generic	Baseline	Generic	23	fairly	84	36	67	32	18.849	1.195	NA	-	NA	M1	NA	H	手册 v3 M1 明示 hedge〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	24	mechanical	60	21	53	20	18.848	1.487	G2	Mechanics	NA	NA	NA	H	mechanical errors〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	25	even	241	152	163	119	18.686	0.637	NA	-	NA	NA	NA	H	焦点副词，非 hedge〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	26	reads	188	112	163	98	18.055	0.720	PENDING	-	NA	NA	NA	-	维度一待定：the essay reads(整体)vs this sentence reads(句级)〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	27	actual	206	126	140	89	17.986	0.682	NA	-	NA	NA	NA	M	对比性强调词〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	28	credibility	251	162	191	128	17.687	0.604	G1	Development	NA	NA	NA	M	与 credible 同域〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	29	just	271	179	176	121	17.246	0.571	NA	-	NA	PENDING	NA	-	"M1待定：最小化降调(M1)vs""仅仅是""强化批评(NA)；竞争读法全在 hedge 层，与 act 层无关〔沿用组 1〕"
9	Baseline vs Generic	Baseline	Generic	30	might	189	115	149	85	16.823	0.689	NA	-	PENDING	PENDING	NA	-	手册指定共享项〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	31	BUILD	126	68	≥75	≥42	16.527	0.862	G1	Ideas	NA	NA	NA	M	building on/building your argument；沿用组 1 building 口径
9	Baseline vs Generic	Baseline	Generic	32	complexity	61	24	54	22	15.963	1.318	G1	Ideas	NA	NA	NA	M	acknowledge the complexity of the issue〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	33	would	739	582	277	255	15.873	0.317	NA	-	PENDING	PENDING	NA	-	手册指定共享项，concordance 抽 50 行判 A3/M1〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	34	arguing	102	52	86	47	15.598	0.945	G1	Ideas	NA	NA	NA	H	Ideas 明示 arguments〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	35	ASSERTION	99	50	≥49	≥25	15.503	0.958	G1	Ideas	NA	NA	NA	H	Ideas 明示；沿用组 1 assertion 口径
9	Baseline vs Generic	Baseline	Generic	36	analysis	322	227	160	105	14.778	0.477	G1	Ideas	NA	NA	NA	H	Ideas 明示 analysis〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	37	tackles	82	40	82	39	13.974	1.008	NA	-	PENDING	NA	NA	-	act 层待定：your essay tackles a difficult question 属开场归功套语(A1)vs 描述(NA)。与组 4 raises 并案；组 1 的 A1 编码不追溯改动，留待跨组一致性检查统一回填
9	Baseline vs Generic	Baseline	Generic	38	EDIT	164	101	≥83	≥53	13.953	0.672	PENDING	-	A3	NA	NA	-	维度一待定：表层编辑(G2)vs 全局修改(G1)；沿用组 1 edit 口径
9	Baseline vs Generic	Baseline	Generic	39	matters	168	106	133	87	13.002	0.637	G1	Ideas	NA	NA	NA	M	why this matters，论点意义；沿用组 1 MATTER 口径
9	Baseline vs Generic	Baseline	Generic	40	authority	58	25	44	19	12.871	1.187	G1	Ideas	NA	NA	NA	L	写作者论述权威/立场，归修辞语境→G1〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	41	BROAD	288	205	≥136	≥109	12.516	0.463	G1	Ideas	NA	NA	NA	M	broad/broader context 与 implications；沿用组 1 broader 口径
9	Baseline vs Generic	Baseline	Generic	42	promising	51	21	49	21	12.326	1.253	NA	-	A1	NA	NA	M	a promising start，正向评价；目标态框架风险
9	Baseline vs Generic	Baseline	Generic	43	sweeping	46	18	45	18	12.148	1.326	G1	Ideas	A2	NA	NA	H	sweeping generalization，域固定于论断〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	44	effectively	120	71	105	60	11.801	0.730	NA	-	A1	NA	NA	M	effectively argues／effectively supports，方式副词但携正向评价；与组 2 effective 同族，目标态框架风险
9	Baseline vs Generic	Baseline	Generic	45	phrasing	198	135	155	112	10.828	0.525	G2	Wording	NA	NA	NA	H	Wording 明示〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	46	takes	44	18	43	17	10.759	1.262	NA	-	NA	NA	NA	M	轻动词〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	47	distinct	83	45	65	34	10.744	0.856	G1	Ideas	NA	NA	NA	M	distinct points/ideas〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	48	should	1313	1132	333	328	10.233	0.187	NA	-	A3	NA	NA	H	Hyland&Hyland 明示建议套语〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	49	kind	90	51	80	40	10.202	0.792	NA	-	NA	NA	NA	M	the kind of evidence／this kind of claim，类指名词
9	Baseline vs Generic	Baseline	Generic	50	opening	198	137	137	104	10.045	0.504	G1	Global Structure	NA	NA	NA	H	引言段，大单位〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	51	currently	246	177	181	122	10.038	0.447	NA	-	NA	NA	NA	M	元话语对比框架（现状→建议），本身非行为〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	52	level	248	179	199	145	9.932	0.443	PENDING	-	NA	NA	NA	-	维度一待定：sentence-level(G2)/paragraph-level(G1)/level of detail(G1-Dev)〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	53	revise	477	378	265	237	9.697	0.308	NA	-	A3	NA	NA	H	手册 A3 明示〔沿用组 5〕
9	Baseline vs Generic	Baseline	Generic	54	asserted	57	28	53	27	9.553	0.998	G1	Ideas	NA	NA	NA	H	Ideas 明示；沿用组 1 ASSERT 口径
9	Baseline vs Generic	Baseline	Generic	55	narrow	54	26	46	23	9.486	1.027	G1	Ideas	PENDING	NA	NA	-	与本组 BROAD 构成论断范围对举，域固定于论断；act 层待定：narrow your claim(A3)vs too narrow(A2)
9	Baseline vs Generic	Baseline	Generic	56	tension	59	30	47	25	9.082	0.948	G1	Ideas	NA	NA	NA	M	a tension in your argument，论证内部张力
9	Baseline vs Generic	Baseline	Generic	57	improving	70	38	67	32	9.028	0.854	NA	-	A3	NA	NA	M	改进指向，层级由宾语决定〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	58	public	281	210	109	89	9.004	0.393	NA	-	NA	NA	NA	H	议题内容残留（LOCNESS 主题词）〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	59	contains	50	24	46	23	8.846	1.031	NA	-	NA	NA	NA	H	描述性动词〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	60	strongest	176	122	142	94	8.843	0.501	NA	-	PENDING	NA	NA	-	手册 v3 强制查询清单（strong 系 A1/A3 争议），不得凭词形归类：your strongest evidence(A1) vs 目标态框架(A3)〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	61	observations	41	18	35	17	8.777	1.160	NA	-	NA	NA	NA	M	元话语（a few observations），与组 6/7 notes 同簇
9	Baseline vs Generic	Baseline	Generic	62	mechanics	186	131	152	103	8.578	0.478	G2	Mechanics	NA	NA	NA	H	Mechanics 明示〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	63	clarify	212	153	190	129	8.494	0.443	PENDING	-	A3	NA	NA	-	维度一待定（手册 clear 系）；建议动词〔沿用组 8〕
9	Baseline vs Generic	Baseline	Generic	64	heavily	55	28	53	28	8.440	0.947	NA	-	NA	NA	NA	M	强化词（rely heavily），非 hedge〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	65	entirely	52	26	50	24	8.348	0.973	NA	-	NA	NA	NA	M	"强化词；""not entirely""否定缓和待观察〔沿用组 1〕"
9	Baseline vs Generic	Baseline	Generic	66	engage	44	21	40	20	7.886	1.040	G1	Ideas	A3	NA	NA	M	engage with counterarguments/the reader〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	67	readers	337	263	207	161	7.804	0.330	G1	Ideas	NA	NA	NA	M	受众；按窄口径 C1 规定归 G1〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	68	making	152	105	125	94	7.776	0.506	NA	-	NA	NA	NA	H	轻动词〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	69	argument	1966	1761	348	347	7.770	0.131	G1	Ideas	NA	NA	NA	H	Ideas 明示〔沿用组 8〕
9	Baseline vs Generic	Baseline	Generic	70	framing	55	29	44	26	7.695	0.896	G1	Ideas	NA	NA	NA	M	论点呈现方式〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	71	right	538	442	322	263	7.694	0.256	PENDING	-	NA	NA	NA	-	维度一待定：the right word(G2)vs right now(NA)〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	72	policy	144	99	76	59	7.550	0.513	NA	-	NA	NA	NA	H	议题内容残留〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	73	economic	93	58	59	39	7.536	0.654	NA	-	NA	NA	NA	H	议题内容残留
9	Baseline vs Generic	Baseline	Generic	74	organizing	90	56	81	51	7.359	0.657	G1	Global Structure	NA	NA	NA	H	Global Structure 明示〔沿用组 5〕
9	Baseline vs Generic	Baseline	Generic	75	reorganize	101	65	100	64	7.201	0.608	G1	Global Structure	A3	NA	NA	H	大单位重排，Global Structure 明示〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	76	treatment	70	41	49	27	7.125	0.744	PENDING	-	NA	NA	NA	-	维度一待定：your treatment of the topic(G1-Ideas)vs 议题内容残留，待核
9	Baseline vs Generic	Baseline	Generic	77	precisely	41	20	39	19	6.986	1.008	NA	-	NA	NA	NA	M	方式副词〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	78	sharper	59	33	56	32	6.963	0.811	NA	-	PENDING	NA	NA	-	act 层待定：比较级多嵌于目标态框架（make it sharper=A3）而非评价（A1）〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	79	replace	167	120	126	98	6.866	0.449	PENDING	-	A3	NA	NA	-	维度一待定：replace this word(G2)vs replace this paragraph(G1)〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	80	material	126	86	98	68	6.853	0.524	G1	Development	NA	NA	NA	M	source material，属支撑材料〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	81	inconsistent	72	43	64	36	6.852	0.716	PENDING	-	A2	NA	NA	-	维度一待定：inconsistent tense(G2)vs inconsistent argument(G1)〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	82	numerous	42	21	39	18	6.742	0.973	NA	-	NA	NA	NA	M	量词
9	Baseline vs Generic	Baseline	Generic	83	risk	65	38	50	31	6.658	0.747	NA	-	NA	M1	NA	M	M1：risks sounding X，删除后批评仍在且更强〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	84	weakness	57	32	48	22	6.651	0.805	NA	-	PENDING	NA	NA	-	"act 层待定：反馈小标题""Weaknesses:""（元话语 NA）vs 负向评价（A2）；与 STRENGTH 同构处理"
9	Baseline vs Generic	Baseline	Generic	85	analytical	148	105	103	78	6.551	0.468	G1	Ideas	NA	NA	NA	M	analytical depth/analytical claim；描述论述方式而非归功〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	86	overly	43	22	42	22	6.515	0.939	NA	-	A2	NA	NA	M	标记过度=内在负向〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	87	once	111	75	87	68	6.345	0.538	NA	-	NA	NA	NA	M	时间/条件连接词〔沿用组 7〕
9	Baseline vs Generic	Baseline	Generic	88	something	134	94	111	85	6.316	0.484	NA	-	NA	NA	NA	H	不定指代〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	89	studies	112	76	76	58	6.270	0.532	G1	Development	NA	NA	NA	M	来源/证据类型（studies show）；疑似议题内容残留，待核
9	Baseline vs Generic	Baseline	Generic	90	views	77	48	63	45	6.250	0.654	G1	Ideas	NA	NA	NA	M	opposing views，反驳层；同组 8 opposing 口径
9	Baseline vs Generic	Baseline	Generic	91	similarly	64	38	61	33	6.217	0.725	NA	-	NA	NA	NA	H	连接副词〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	92	offer	38	19	35	17	6.100	0.973	NA	-	PENDING	NA	NA	-	act 层待定：offer more evidence（A3）vs you offer（描述）；内容动词类
9	Baseline vs Generic	Baseline	Generic	93	move	146	105	123	87	5.972	0.448	PENDING	-	PENDING	NA	NA	-	维度一待定：move this paragraph(G1)vs move on to(NA)；act 层随之待定〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	94	vague	96	64	82	52	5.850	0.557	PENDING	-	A2	NA	NA	-	维度一待定：与 unclear 同族，可指论证或用词〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	95	additionally	36	18	35	18	5.779	0.973	NA	-	NA	NA	NA	M	连接副词
9	Baseline vs Generic	Baseline	Generic	96	early	115	80	95	65	5.670	0.496	PENDING	-	NA	NA	NA	-	维度一待定：early in your essay（G1-Structure 位置）vs early on（NA）
9	Baseline vs Generic	Baseline	Generic	97	acknowledge	104	71	87	64	5.650	0.523	G1	Ideas	A3	NA	NA	M	acknowledge counterarguments〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	98	personal	463	386	161	150	5.613	0.235	PENDING	-	NA	NA	NA	-	维度一待定：personal experience/anecdote(G1-Development)vs personal opinion(G1-Ideas)vs too personal(register)
9	Baseline vs Generic	Baseline	Generic	99	section	155	114	90	67	5.520	0.416	G1	Global Structure	NA	NA	NA	M	大于段落的单位〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	100	typos	66	41	54	34	5.430	0.659	G2	Mechanics	NA	NA	NA	H	Mechanics 明示〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	101	loosely	38	20	38	19	5.343	0.899	PENDING	-	A2	NA	NA	-	维度一待定：loosely connected(G1 连贯)vs loosely worded(G2)〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	102	actually	154	114	114	88	5.258	0.406	NA	-	NA	NA	NA	M	强化/对比副词〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	103	somewhat	94	64	86	55	5.176	0.527	NA	-	NA	M1	NA	H	手册 v3 M1 明示 hedge
9	Baseline vs Generic	Baseline	Generic	104	reflection	55	33	43	30	5.149	0.709	PENDING	-	NA	NA	NA	-	维度一待定：your reflection on the topic(G1-Ideas)vs a reflection of（NA）
9	Baseline vs Generic	Baseline	Generic	105	weaken	101	70	95	66	5.078	0.501	NA	-	A2	NA	NA	M	weakens your argument，层级由宾语决定〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	106	seriously	60	37	52	31	5.078	0.670	NA	-	NA	NA	NA	M	强化副词（take seriously），非 hedge
9	Baseline vs Generic	Baseline	Generic	107	precision	80	53	65	46	5.019	0.567	PENDING	-	NA	NA	NA	-	维度一待定：precision of language(G2)vs of claims(G1)〔沿用组 1〕
9	Baseline vs Generic	Baseline	Generic	108	significance	75	49	68	39	5.010	0.587	G1	Ideas	NA	NA	NA	M	the significance of your claim，论点意义
